t,x0,x0_t,x0_t_gt
0.0015007503751875,2.734377527740341,-17.06638522139815,-17.06697843004848
0.0045022511255627,2.683207131279873,-17.030155620093353,-17.032500773070616
0.0075037518759379,2.632145477994908,-16.99323257192259,-16.99451878322122
0.0090045022511255,2.606656991079205,-16.97268623619209,-16.974148692312543
0.0112556278139069,2.568486967001136,-16.939137000918095,-16.94179974727484
0.0135067533766883,2.530392742450758,-16.904558124362353,-16.907212429492805
0.0172586293146573,2.467079886551691,-16.84137206538071,-16.844323514792677
0.0187593796898449,2.44182536987143,-16.814233972880515,-16.817248982195842
0.0217608804402201,2.39143962893272,-16.75915367528387,-16.7596303262604
0.0225112556278139,2.3788691713876347,-16.7447675613912,-16.744477798333474
0.0232616308154077,2.3663099127325333,-16.729648440448045,-16.729018142375377
0.0240120060030015,2.3537621452138757,-16.71363330477157,-16.713247163909198
0.0307653826913456,2.241396698845345,-16.55630024701736,-16.55658238285695
0.0322661330665332,2.216577208456932,-16.518277209254393,-16.51797048043378
0.033016508254127,2.2041897230146046,-16.49824665752317,-16.49811878921758
0.0337668834417208,2.191817458595717,-16.477671804517627,-16.477896865351724
0.0360180090045022,2.1547946055086165,-16.41415113056246,-16.4149604087944
0.036768384192096,2.142485893539909,-16.39229431363424,-16.393208114706603
0.0382691345672836,2.117918515890622,-16.34708125418615,-16.348513017148704
0.040520260130065,2.081196784381109,-16.276825098428958,-16.278416819301338
0.0420210105052526,2.0568051349853427,-16.228238331400917,-16.229589178725096
0.0435217608804402,2.032487714852142,-16.178152138782025,-16.179034246177423
0.044272136068034,2.020357543966353,-16.15223739255245,-16.153095493042493
0.0472736368184092,1.9720355148690545,-16.043597637839525,-16.04480759489302
0.0487743871935968,1.9479998693818592,-15.9866465631942,-15.987871343619467
0.0502751375687843,1.9240515832136456,-15.927525664057953,-15.92901583096447
0.0517758879439719,1.9001933891495708,-15.866735564564578,-15.86819718837327
0.0525262631315657,1.8882989306519475,-15.835657660127254,-15.83703792709213
0.0532766383191595,1.8764280199747927,-15.804048646484716,-15.805371344893237
0.0540270135067533,1.8645809987162525,-15.77198439638164,-15.773191913531068
0.0547773886943471,1.85275820847447,-15.73931314525467,-15.74049410183678
0.0570285142571285,1.817438640002896,-15.63836055500326,-15.639235088049006
0.0585292646323161,1.7940207668731956,-15.56808778856248,-15.569039218893748
0.0607803901950975,1.7590966804538766,-15.45813800976316,-15.459611574530886
0.0622811405702851,1.7359538192771509,-15.38250464705834,-15.383844134059562
0.0630315157578789,1.7244255598560343,-15.343700711402107,-15.345100612799635
0.0645322661330665,1.7014574037422925,-15.26429783226547,-15.265869357076165
0.0660330165082541,1.678609758458539,-15.181735527229158,-15.184280428639475
0.0720360180090045,1.5884921772288323,-14.831611431787508,-14.833634533222249
0.0742871435717859,1.5552567100961707,-14.692532522700276,-14.691846200798311
0.0750375187593797,1.5442496573136455,-14.644406689660968,-14.64330830058016
0.0757878939469734,1.5332791112622637,-14.5951093937161,-14.594128127385556
0.0787893946973486,1.4897716890991617,-14.392257615171843,-14.39093790867366
0.0802901450725362,1.4682497656162885,-14.287492058408759,-14.28543504103384
0.0817908954477238,1.4468877709648678,-14.179541597891841,-14.17731344417304
0.0832916458229114,1.42568986087024,-14.068794612485817,-14.066568690015677
0.084792396198099,1.404660273378617,-13.955196249050516,-13.953201394531522
0.0862931465732866,1.3838033288570817,-13.838443183258534,-13.837217605291292
0.088544272136068,1.352851271033208,-13.658339256082172,-13.65836366075428
0.0900450225112556,1.3324448115721437,-13.535441921206825,-13.535900875984323
0.092296148074037,1.3021843970786091,-13.34741441216579,-13.34740701670472
0.0930465232616308,1.2921925738977738,-13.283498023474749,-13.283309884341335
0.0945472736368184,1.272354222693514,-13.153369732317799,-13.153243072765006
0.096048024012006,1.2527127247762595,-13.021160684110555,-13.020714128674763
0.0967983991995998,1.2429669654190303,-12.95401846213855,-12.953540921699307
0.0982991495747874,1.2236277586462223,-12.817252203892792,-12.817409987989864
0.1013006503251625,1.1855716094142583,-12.53796413633745,-12.538223060367024
0.1020510255127563,1.1761898972526954,-12.466927088127761,-12.467033289852749
0.1035517758879439,1.157587509384114,-12.323226784783628,-12.323041633675311
0.1043021510755377,1.14836754093567,-12.250717062467288,-12.25025901526282
0.1050525262631315,1.139202241156299,-12.177606522640417,-12.176965850099633
0.1058029014507253,1.1300919933779303,-12.103988022056683,-12.10317317082915
