t,x0,x1,x2,x3,x0_t,x1_t,x2_t,x3_t,x0_t_gt,x1_t_gt,x2_t_gt,x3_t_gt
0.0050025012506253,4.999273955759369,0.0054910654278305,0.0250029671618234,49.9529656363036,0.38584404988358756,1.099669760129296,4.9557795064615044,4.02631010777759,-0.8192697462428038,1.099799939903369,4.999198587395682,0.0274512024317134
0.0150075037518759,4.995202841185389,0.0164244855864802,0.0747394084212931,49.98455818270666,-1.1996598532221867,1.085920929584785,4.986535101306516,2.289039918192884,-0.9252735343347732,1.0959424137408087,4.994529094064406,0.0820399483834662
0.0250125062531265,4.975268756095093,0.0272203486611428,0.1247835594841146,49.99876933651756,-0.8976073036375283,1.0796312492945277,4.962437765124031,2.2942312429522644,-1.0250684333825535,1.076329770751176,4.973425663724299,0.1354118266051047
0.0300150075037518,4.973516854879142,0.0326226679046922,0.149509423407684,50.012431890057975,-0.8692449656398935,1.0767817045676593,4.9536414321558375,-1.116381571333477,-1.0775076266125567,1.0748812359517312,4.970870585617847,0.1622206115331518
0.0375187593796898,4.961152136261107,0.0406672064457692,0.1868034700528114,49.96074851881666,-1.5333521630407745,1.0694546738463293,4.961793489867105,-0.9542537257998447,-1.1526093999109133,1.0629772934881343,4.957050271140027,0.2017005912701622
0.0450225112556278,4.95050506653936,0.0486725129349023,0.2239735578228985,49.99811092368779,-1.4469984517698151,1.0572176458333382,4.958464530165493,3.022733489507573,-1.2278310493446651,1.0529151371201348,4.9446423173821294,0.2408583961288575
0.057528764382191,4.931822849780004,0.0616937677681843,0.2860881474393286,49.99513465278957,-0.32758867454117535,1.053216343565305,4.890966613180993,2.9557713519861863,-1.3497201106002714,1.035403174254368,4.922440269070237,0.3040697601668023
0.0625312656328164,4.932517736605785,0.0669865695010695,0.3104037063395866,50.016311605972106,-0.45667278425725044,1.0469008232114336,4.89068402371351,1.7679358584118745,-1.4017449238832578,1.0367852962724382,4.921455276146212,0.3301653931339111
0.072536268134067,4.916031152256418,0.0772380986339042,0.3599353884087965,49.98466840129832,-2.0242609349350005,1.0546918515136774,4.920779392856417,-17.069721129986647,-1.4970780652064437,1.0215062879460757,4.901374598621691,0.3793274758590905
0.0750375187593796,4.910732583866626,0.0798949388794904,0.3722247864462303,49.93327653827757,0.5830179945662621,1.011084882323468,4.73161377994974,2.014136205158138,-1.521466684617128,1.0165307830078083,4.895067821932522,0.3919254124577543
0.0775387693846923,4.918947700503374,0.0822960520222157,0.383605292260471,49.99474412018357,-0.9676508134135702,1.0112348056099876,4.737879612866308,21.764132602878817,-1.5474172162059157,1.0252761020725247,4.902299968028375,0.4043531918464592
0.080040020010005,4.905891909462356,0.0849536422592303,0.3959260351349066,50.04215163884224,-4.8611012499309645,1.0554547544964956,4.923481682897584,17.264242569907054,-1.5694687622876229,1.012433872508001,4.888199345506123,0.4162722497617586
0.1025512756378189,4.869116055086074,0.1072849508816745,0.5062834097313217,50.08854040460783,-2.1448317101567227,0.9874806104425957,4.80946854749763,-12.073048134262535,-1.7765139564335122,0.9791779445994502,4.841121011960509,0.521381343597403
